dep,arr,tof_days,c3_km2s2,v_inf_kms,dv1_ms,dv2_ms,total_dv_ms
2026-12-18,2027-10-10,296,1.1457008375746334,1.07037415774795,1070.37415774795,895.6073835270107,1965.9815412749608
2026-12-21,2027-10-11,294,1.1457101835584071,1.070378523494566,1070.378523494566,893.4190564819635,1963.7975799765295
2026-12-16,2027-10-07,295,1.1461684848045153,1.0705925858161522,1070.5925858161522,891.4522808639931,1962.0448666801453
2026-12-20,2027-10-05,289,1.1462896651648147,1.070649179313567,1070.6491793135672,894.8543142462439,1965.503493559811
2026-12-17,2027-10-09,296,1.1463519122220749,1.0706782486919564,1070.6782486919565,894.452937455318,1965.1311861472745
2026-12-19,2027-10-11,296,1.146451634150669,1.0707248171919193,1070.7248171919193,896.8787861823279,1967.603603374247
2026-12-16,2027-10-04,292,1.1466237603524134,1.0708051925314956,1070.8051925314955,891.2129999729941,1962.0181925044897
2026-12-19,2027-10-04,289,1.1466408704601525,1.070813181867011,1070.813181867011,895.675031101572,1966.488212968583
2026-12-22,2027-10-10,292,1.1473603595111255,1.0711490836998954,1071.1490836998953,891.268661914084,1962.4177456139792
2026-12-22,2027-10-09,291,1.1473957971698248,1.0711656254612658,1071.1656254612658,891.1344353940738,1962.3000608553396
2026-12-21,2027-10-06,289,1.1475686261731108,1.071246295757008,1071.2462957570078,894.1246405754749,1965.3709363324829
2026-12-17,2027-10-03,290,1.1479412674175757,1.0714202104765318,1071.4202104765318,894.5729317532763,1965.9931422298082
2026-12-16,2027-10-08,296,1.1482330252669544,1.0715563565519801,1071.5563565519801,893.4170697595987,1964.9734263115788
2026-12-22,2027-10-11,293,1.1484004335774263,1.0716344682667809,1071.634468266781,892.3227937571494,1963.9572620239303
2026-12-22,2027-10-08,290,1.1484622105640758,1.0716632916005269,1071.663291600527,891.8850142025466,1963.5483058030736
2026-12-18,2027-10-03,289,1.1485015194301857,1.0716816315633042,1071.681631563304,896.5860884061809,1968.267719969485
2026-12-21,2027-10-12,295,1.1486274155221894,1.0717403675901125,1071.7403675901126,896.0804409489399,1967.8208085390525
2026-12-20,2027-10-12,296,1.148766169338801,1.0718050985784686,1071.8050985784687,898.2647344566384,1970.069833035107
2026-12-16,2027-10-03,291,1.1488332437213353,1.0718363885040176,1071.8363885040176,892.892243747687,1964.7286322517045
2026-12-15,2027-10-05,294,1.1489479249704344,1.0718898847225093,1071.8898847225094,890.1924241727859,1962.0823088952952
2026-12-15,2027-10-04,293,1.1494758910223017,1.0721361345567557,1072.1361345567557,890.4350646629446,1962.5711992197002
2026-12-15,2027-10-06,295,1.1494978762642807,1.0721463875163133,1072.1463875163133,890.8679442765576,1963.014331792871
2026-12-18,2027-10-11,297,1.149797729164331,1.0722862160656226,1072.2862160656225,899.2786461333889,1971.5648621990113
2026-12-20,2027-10-04,288,1.1499813375586574,1.0723718280329158,1072.3718280329158,897.8267038719783,1970.198531904894
2026-12-17,2027-10-10,297,1.1500280428704663,1.072393604452426,1072.393604452426,897.7731876522837,1970.1667921047097
2026-12-22,2027-10-07,289,1.150519735400401,1.0726228299828422,1072.6228299828422,893.4860699419505,1966.1088999247927
2026-12-22,2027-10-12,294,1.150565724669008,1.0726442675318821,1072.6442675318822,894.3326882689914,1966.9769558008736
2026-12-19,2027-10-03,288,1.1506649815288983,1.072690533904769,1072.690533904769,898.9193457486787,1971.6098796534475
2026-12-21,2027-10-05,288,1.1509234275712006,1.0728109934052692,1072.8109934052693,896.8214479613557,1969.632441366625
2026-12-19,2027-10-12,297,1.1509808931819132,1.0728377757992646,1072.8377757992646,900.904184165083,1973.7419599643476
2026-12-15,2027-10-03,292,1.1510355320101833,1.07286324012438,1072.8632401243801,891.5579622755462,1964.4212023999262
2026-12-15,2027-10-07,296,1.15117751797055,1.0729294095934503,1072.9294095934504,892.5006324812815,1965.4300420747318
2026-12-16,2027-10-09,297,1.1514994606204014,1.0730794288497014,1073.0794288497013,896.3900384493807,1969.469467299082
2026-12-17,2027-10-02,289,1.1517125269137076,1.0731787022270372,1073.178702227037,897.586192902312,1970.764895129349
2026-12-16,2027-10-02,290,1.1520047716156572,1.0733148520427997,1073.3148520427997,895.3906199427324,1968.705471985532
2026-12-23,2027-10-10,291,1.1526717646606177,1.0736255234766998,1073.6255234766998,891.180990068231,1964.8065135449308
2026-12-21,2027-10-13,296,1.1527677313294764,1.0736702153498887,1073.6702153498886,899.7620713793158,1973.4322867292044
2026-12-18,2027-10-02,288,1.1528540515972414,1.0737104132852775,1073.7104132852776,900.0982350315658,1973.8086483168433
2026-12-23,2027-10-11,292,1.153023532027952,1.0737893331691986,1073.7893331691985,891.6279961248514,1965.41732929405
2026-12-23,2027-10-09,290,1.1533654400258824,1.073948527642681,1073.948527642681,891.6290498020519,1965.577577444733
2026-12-22,2027-10-06,288,1.153532739222175,1.074026414583075,1074.026414583075,895.9040777080314,1969.9304922911065
2026-12-14,2027-10-04,294,1.15353910955944,1.0740293802124037,1074.0293802124038,890.0385283724411,1964.0679085848449
2026-12-15,2027-10-02,291,1.1535855834482411,1.0740510152912854,1074.0510152912855,893.5243167018048,1967.5753319930902
2026-12-14,2027-10-05,295,1.1537250691083079,1.0741159477022524,1074.1159477022525,890.3981861438707,1964.514133846123
2026-12-20,2027-10-13,297,1.1537398829381684,1.0741228435044887,1074.1228435044886,902.6467484801145,1976.7695919846033
2026-12-22,2027-10-13,295,1.1539116709154733,1.0742028071623502,1074.2028071623502,897.3349617352465,1971.5377688975966
2026-12-15,2027-10-08,297,1.1540447855281342,1.0742647650966377,1074.2647650966378,895.1306168518843,1969.395381948522
2026-12-14,2027-10-03,293,1.1544203710382934,1.0744395613706215,1074.4395613706215,890.5856776756445,1965.025239046266
2026-12-23,2027-10-12,293,1.154466554813479,1.0744610531859584,1074.4610531859585,893.004967667985,1967.4660208539435
2026-12-20,2027-10-03,287,1.154576336138651,1.0745121386651018,1074.5121386651017,901.5618147424342,1976.073953407536
2026-12-17,2027-10-11,298,1.1549893435897394,1.0747043051880547,1074.7043051880546,902.153081446482,1976.8573866345366
2026-12-14,2027-10-06,296,1.1550288068681986,1.074722665094674,1074.7226650946739,891.7037750296462,1966.42644012432
2026-12-23,2027-10-08,289,1.1550635164166245,1.0747388131153655,1074.7388131153655,892.9379977136414,1967.6768108290069
2026-12-21,2027-10-04,287,1.1551913617517797,1.074798288867162,1074.798288867162,900.2918117576887,1975.0901006248507
2026-12-18,2027-10-12,298,1.1551979211653645,1.074801340325441,1074.801340325441,904.0196925753925,1978.8210329008334
2026-12-19,2027-10-02,287,1.155583414768029,1.0749806578576329,1074.9806578576329,902.9154455839658,1977.8961034415988
2026-12-16,2027-10-10,298,1.1560341311395803,1.0751902767136523,1075.1902767136523,900.4122420007545,1975.6025187144069
2026-12-16,2027-10-01,289,1.156104730011971,1.075223107086139,1075.2231070861392,898.6735207785301,1973.8966278646694
2026-12-14,2027-10-02,292,1.1563237249722664,1.0753249392496513,1075.3249392496514,892.0016636375955,1967.3266028872467
2026-12-17,2027-10-01,288,1.1563897844967825,1.0753556548866903,1075.3556548866902,901.3616678687979,1976.717322755488
2026-12-19,2027-10-13,298,1.1568328221215578,1.0755616310196072,1075.5616310196071,906.0092116677099,1981.570842687317
2026-12-23,2027-10-13,294,1.1570519249612239,1.0756634812808437,1075.6634812808436,895.347513590654,1971.0109948714976
2026-12-15,2027-10-01,290,1.157089272351553,1.0756808413054277,1075.6808413054277,896.2984423539484,1971.979283659376
2026-12-22,2027-10-05,287,1.157469430483064,1.0758575326143625,1075.8575326143625,899.1063487908391,1974.9638814052016
2026-12-14,2027-10-07,297,1.157506925511052,1.0758749581206228,1075.8749581206228,893.9955878079277,1969.8705459285504
2026-12-23,2027-10-07,288,1.157729273394262,1.0759782866741605,1075.9782866741605,895.0744038109268,1971.0526904850872
2026-12-18,2027-10-01,287,1.1580927162730976,1.07614716292573,1076.14716292573,904.3511589223424,1980.4983218480725
2026-12-15,2027-10-09,298,1.1581644955866737,1.0761805125473485,1076.1805125473484,898.7991843000513,1974.9796968473997
2026-12-21,2027-10-14,297,1.1581982933895154,1.076196215097189,1076.196215097189,904.5025242820725,1980.6987393792615
2026-12-22,2027-10-14,296,1.1585000812641362,1.0763364163978362,1076.3364163978363,901.3670146475679,1977.7034310454042
2026-12-13,2027-10-04,295,1.1587028050152672,1.0764305853213514,1076.4305853213514,890.0420784426686,1966.4726637640201
2026-12-13,2027-10-03,294,1.1588731711223343,1.0765097171518399,1076.5097171518398,889.9927091753156,1966.5024263271553
2026-12-14,2027-10-01,291,1.1592089295850594,1.0766656535735963,1076.6656535735963,894.2496701753606,1970.9153237489568
2026-12-24,2027-10-11,291,1.1593269080500752,1.0767204409920317,1076.7204409920316,891.321091397146,1968.0415323891775
2026-12-13,2027-10-05,296,1.1596392175589443,1.0768654593582916,1076.8654593582917,891.0260121897321,1967.8914715480237
2026-12-24,2027-10-10,290,1.1596409082648558,1.076866244370607,1076.8662443706069,891.4646221214755,1968.3308664920824
2026-12-20,2027-10-02,286,1.1600481404382377,1.0770553098324327,1077.0553098324326,906.0279313108258,1983.0832411432584
2026-12-20,2027-10-14,298,1.1600568956906097,1.077059374264302,1077.059374264302,908.1179197910692,1985.1772940553712
2026-12-24,2027-10-12,292,1.1600733726258217,1.0770670232746993,1077.0670232746993,892.0826257156727,1969.149648990372
2026-12-13,2027-10-02,293,1.1601009264933073,1.0770798143560705,1077.0798143560705,890.8386931451151,1967.9185075011856
2026-12-21,2027-10-03,286,1.1603450351912095,1.0771931280839149,1077.1931280839149,904.5039551974002,1981.697083281315
2026-12-23,2027-10-14,295,1.1608365878651756,1.0774212675946098,1077.4212675946098,898.6919593187185,1976.1132269133284
2026-12-24,2027-10-09,289,1.1609731271085402,1.0774846296391147,1077.4846296391147,892.4792180806243,1969.963847719739
